elapsed_s,power_w,gpu_use_pct,vram_used_mb,vram_total_mb
197.757,140.043,99.0,1701.14453125,32768.0
198.241,140.015,99.0,1713.14453125,32768.0
198.685,140.007,99.0,1725.14453125,32768.0
199.175,140.014,99.0,1737.14453125,32768.0
199.637,139.071,99.0,1749.14453125,32768.0
200.122,140.01,99.0,1761.14453125,32768.0
200.534,140.016,99.0,1769.1484375,32768.0
200.931,140.013,99.0,1785.140625,32768.0
201.438,140.001,99.0,1797.140625,32768.0
201.949,140.023,99.0,1809.12890625,32768.0
202.458,140.026,99.0,1437.18359375,32768.0
202.902,140.038,99.0,1449.171875,32768.0
203.404,140.008,99.0,1465.171875,32768.0
203.917,140.008,99.0,1477.171875,32768.0
204.398,139.089,99.0,1489.17578125,32768.0
204.838,139.09,99.0,1501.1171875,32768.0
205.328,140.008,99.0,1513.12109375,32768.0
205.779,140.012,99.0,1525.11328125,32768.0
206.198,139.087,99.0,1537.11328125,32768.0
206.696,140.001,99.0,1545.11328125,32768.0
207.112,140.033,99.0,1557.11328125,32768.0
207.548,140.011,99.0,1569.125,32768.0
207.991,140.017,99.0,1581.11328125,32768.0
208.411,140.011,99.0,1589.125,32768.0
208.853,139.099,99.0,1605.11328125,32768.0
209.334,139.077,100.0,1617.09765625,32768.0
209.77,140.011,100.0,1625.11328125,32768.0
210.205,139.091,100.0,1637.11328125,32768.0
210.642,140.017,100.0,1649.12109375,32768.0
211.12,140.012,100.0,1661.109375,32768.0
211.555,139.097,100.0,1673.109375,32768.0
211.978,139.046,99.0,1685.109375,32768.0
212.451,140.037,99.0,1697.1171875,32768.0
212.985,140.027,99.0,1713.1015625,32768.0
213.433,140.01,99.0,1721.12109375,32768.0
213.857,139.092,100.0,1733.109375,32768.0
214.33,139.071,99.0,1745.109375,32768.0
214.716,140.035,99.0,1757.109375,32768.0
215.155,140.015,99.0,1765.109375,32768.0
215.557,140.021,99.0,1777.109375,32768.0
216.005,140.01,100.0,1789.109375,32768.0
216.427,140.003,100.0,1797.08203125,32768.0
216.833,140.005,100.0,1809.0859375,32768.0
217.303,140.005,100.0,1821.0625,32768.0
217.747,139.098,100.0,1441.1171875,32768.0
218.184,140.004,99.0,1449.1171875,32768.0
218.688,140.019,99.0,1461.1171875,32768.0
