elapsed_s,power_w,gpu_use_pct,vram_used_mb,vram_total_mb
74.872,147.051,100.0,1886.93359375,32768.0
75.236,148.01,100.0,1898.92578125,32768.0
75.619,142.079,100.0,1906.92578125,32768.0
75.981,129.065,100.0,1915.1015625,32768.0
76.359,120.028,100.0,1927.1171875,32768.0
76.722,117.071,100.0,1935.1171875,32768.0
77.096,112.076,100.0,1947.1171875,32768.0
77.463,116.087,100.0,1955.1171875,32768.0
77.829,117.095,100.0,1963.11328125,32768.0
78.202,126.03,100.0,1975.10546875,32768.0
78.592,124.075,100.0,1983.10546875,32768.0
78.97,128.067,100.0,1991.11328125,32768.0
79.458,137.036,100.0,2003.10546875,32768.0
79.84,136.064,100.0,2011.11328125,32768.0
80.208,125.084,100.0,2015.11328125,32768.0
80.569,115.063,100.0,2023.10546875,32768.0
80.926,107.091,100.0,2023.10546875,32768.0
81.288,107.013,100.0,2027.0859375,32768.0
81.659,99.085,100.0,2035.109375,32768.0
82.027,98.057,100.0,2039.1171875,32768.0
82.393,95.049,100.0,1595.2109375,32768.0
82.757,96.074,100.0,1603.2109375,32768.0
83.123,94.089,100.0,1611.2109375,32768.0
83.482,92.088,100.0,1619.203125,32768.0
83.856,90.028,100.0,1627.203125,32768.0
84.22,90.006,100.0,1631.2109375,32768.0
84.58,89.07,100.0,1643.19140625,32768.0
84.939,90.01,100.0,1651.1796875,32768.0
85.299,89.038,100.0,1663.18359375,32768.0
85.662,87.035,100.0,1671.1875,32768.0
86.033,90.012,100.0,1679.19140625,32768.0
86.395,88.021,100.0,1687.18359375,32768.0
86.754,87.072,100.0,1695.1796875,32768.0
87.114,88.031,100.0,1707.171875,32768.0
87.476,88.07,100.0,1715.1796875,32768.0
87.837,96.035,100.0,1723.1796875,32768.0
88.21,107.078,100.0,1735.1796875,32768.0
88.58,121.017,100.0,1743.1796875,32768.0
88.947,128.095,100.0,1751.18359375,32768.0
89.328,130.096,100.0,1763.18359375,32768.0
89.708,137.054,100.0,1775.18359375,32768.0
90.1,142.087,100.0,1783.18359375,32768.0
90.482,143.038,100.0,1795.18359375,32768.0
90.868,146.073,100.0,1803.18359375,32768.0
91.243,148.095,100.0,1811.17578125,32768.0
91.615,151.001,100.0,1823.171875,32768.0
91.983,150.024,100.0,1831.1796875,32768.0
92.372,150.086,100.0,1843.16796875,32768.0
92.77,151.015,100.0,1851.16796875,32768.0
93.137,151.031,100.0,1863.15234375,32768.0
93.5,151.068,100.0,1871.16796875,32768.0
93.87,151.083,100.0,1883.16796875,32768.0
94.234,147.004,100.0,1891.16015625,32768.0
94.614,141.075,100.0,1903.16015625,32768.0
94.977,142.004,100.0,1911.17578125,32768.0
95.36,144.053,100.0,1919.16015625,32768.0
95.726,137.099,100.0,1931.16015625,32768.0
96.093,132.007,100.0,1939.13671875,32768.0
96.45,134.071,100.0,1951.15625,32768.0
96.825,122.092,100.0,1959.15625,32768.0
97.188,112.025,100.0,1967.1640625,32768.0
97.549,104.041,100.0,1463.234375,32768.0
97.911,99.004,100.0,1471.24609375,32768.0
98.274,94.056,100.0,1483.23046875,32768.0
98.639,90.088,100.0,1491.2265625,32768.0
99.0,89.073,100.0,1495.2265625,32768.0
99.363,87.022,100.0,1520.34375,32768.0
99.726,86.042,100.0,1528.34375,32768.0
100.096,86.001,100.0,1540.33984375,32768.0
100.457,84.041,100.0,1548.3359375,32768.0
100.819,83.02,100.0,1560.3359375,32768.0
101.181,83.064,100.0,1568.3359375,32768.0
101.545,82.071,100.0,1576.33203125,32768.0
101.905,82.076,100.0,1588.32421875,32768.0
102.26,82.052,100.0,1596.328125,32768.0
102.62,82.094,100.0,1604.32421875,32768.0
102.977,83.009,100.0,1616.328125,32768.0
103.34,93.04,100.0,1624.32421875,32768.0
103.698,100.016,100.0,1632.32421875,32768.0
104.072,116.046,100.0,1644.32421875,32768.0
104.436,113.017,100.0,1648.30859375,32768.0
104.795,107.082,100.0,1660.30859375,32768.0
105.153,101.05,100.0,1668.30859375,32768.0
105.515,96.065,100.0,1637.04296875,32768.0
105.88,93.024,100.0,1645.0546875,32768.0
106.243,94.068,100.0,1657.046875,32768.0
106.606,92.002,100.0,1665.04296875,32768.0
106.969,90.034,100.0,1677.00390625,32768.0
107.33,88.024,100.0,1685.04296875,32768.0
107.693,87.034,100.0,1693.04296875,32768.0
108.055,86.068,100.0,1701.05078125,32768.0
108.419,88.078,100.0,1707.04296875,32768.0
108.782,87.078,100.0,1719.03515625,32768.0
109.144,86.081,100.0,1727.04296875,32768.0
109.508,88.052,100.0,1735.0390625,32768.0
109.872,91.023,100.0,1747.03515625,32768.0
110.233,93.004,100.0,1755.03515625,32768.0
110.595,98.017,100.0,1767.02734375,32768.0
110.964,114.033,100.0,1775.0390625,32768.0
111.328,123.094,100.0,1787.02734375,32768.0
111.746,118.051,100.0,1794.8515625,32768.0
112.11,126.027,100.0,1806.84765625,32768.0
112.481,130.048,100.0,1734.94140625,32768.0
112.857,134.077,100.0,1746.9296875,32768.0
